SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,TechSupport,PaperlessBilling,MonthlyCharges,Contract_Risk,PaymentMethod_Electronic check,PaymentMethod_Mailed check,PaymentMethod_Automatic,Churn
0,0,0,23,0,0,0,0,20.85,2,1,0,0,0
1,0,0,6,0,0,0,0,19.5,2,0,0,1,0
0,1,1,8,0,0,0,1,19.35,2,0,1,0,0
0,0,0,18,1,1,0,0,69.5,2,0,1,0,0
1,0,0,52,1,1,0,1,48.8,2,0,0,1,0
0,0,0,31,2,0,0,1,94.5,2,1,0,0,0
0,1,1,29,0,0,0,1,20.65,2,0,1,0,0
0,1,0,36,2,1,1,1,106.05,0,0,0,1,0
0,1,0,16,2,0,0,1,100.0,2,1,0,0,1
0,1,0,42,2,0,1,1,108.3,1,1,0,0,0
0,0,0,1,0,0,0,0,20.55,2,1,0,0,1
0,0,0,60,2,0,0,1,99.65,0,1,0,0,0
0,0,0,5,2,0,0,1,85.3,2,1,0,0,1
0,1,0,22,2,1,1,0,95.9,2,0,0,1,0
0,1,0,36,0,0,0,0,20.0,1,0,1,0,0
0,0,0,4,2,0,0,0,70.4,2,1,0,0,1
0,0,0,9,1,1,1,0,64.95,2,0,1,0,0
0,1,1,1,2,0,0,0,74.6,2,0,0,1,0
0,1,1,12,1,1,0,1,49.2,2,1,0,0,0
0,0,0,23,1,0,1,1,73.75,1,0,1,0,0
0,0,0,62,2,1,0,1,92.3,1,0,0,1,0
0,0,0,37,2,0,1,0,98.8,2,0,0,1,1
0,0,0,8,0,0,0,0,19.2,2,0,1,0,0
0,1,0,31,2,0,0,0,88.65,2,0,0,1,0
0,1,1,13,2,0,0,1,74.4,2,0,0,1,1
0,0,0,24,2,0,0,1,98.75,2,1,0,0,1
0,1,1,45,2,0,0,1,95.95,2,0,0,1,0
1,1,0,69,2,0,1,0,105.4,0,0,0,1,0
0,0,0,2,0,0,0,0,20.25,2,0,1,0,0
0,1,1,61,2,1,0,1,106.0,1,1,0,0,1
0,0,0,41,2,0,0,1,104.7,2,1,0,0,1
0,0,0,44,1,0,0,1,49.05,1,1,0,0,0
0,0,0,39,1,0,1,0,35.55,1,0,1,0,0
0,1,1,72,1,1,1,1,65.1,0,0,0,1,0
1,0,0,13,2,0,0,1,96.85,2,1,0,0,0
0,1,1,51,1,1,1,1,69.75,1,0,0,1,0
1,1,0,71,2,0,0,1,99.2,0,1,0,0,0
1,0,0,22,2,0,0,1,96.7,2,1,0,0,1
0,0,0,2,1,0,1,1,55.05,2,0,0,1,1
0,0,0,56,2,0,0,1,106.8,1,1,0,0,0
0,0,0,1,1,1,0,0,51.25,2,0,1,0,0
0,1,1,23,1,1,1,1,57.75,1,0,1,0,0
1,1,0,66,1,0,0,1,70.85,1,0,0,1,0
0,0,0,1,0,0,0,0,19.55,2,0,1,0,0
1,0,0,19,2,0,0,1,88.2,2,1,0,0,1
0,0,0,11,2,1,0,1,79.5,2,0,0,1,0
0,1,1,8,0,0,0,1,19.75,1,0,1,0,1
0,1,1,52,2,1,0,0,98.15,2,0,0,1,0
0,0,0,3,0,0,0,1,20.25,2,1,0,0,0
0,1,1,51,2,1,0,1,79.15,2,0,0,1,0
1,0,0,15,2,0,0,0,75.65,2,1,0,0,1
1,1,0,64,2,0,0,1,94.25,2,1,0,0,0
0,0,0,37,1,0,0,1,40.2,2,0,0,1,0
0,0,0,13,0,0,0,0,19.95,0,0,1,0,0
0,1,0,49,1,1,0,1,55.35,1,1,0,0,0
1,0,0,45,2,0,0,1,102.15,1,0,0,1,0
0,0,0,18,2,0,0,1,71.1,2,1,0,0,0
1,0,0,1,2,0,0,1,74.7,2,1,0,0,1
0,1,0,68,1,1,0,1,54.1,0,0,0,1,0
0,0,0,54,0,0,0,0,19.65,0,0,0,1,0
1,1,1,23,2,0,0,1,88.45,2,0,0,1,0
0,0,0,17,2,0,0,1,76.65,2,1,0,0,1
0,1,0,71,1,1,1,0,80.4,0,0,0,1,0
0,1,1,67,0,0,0,1,19.25,0,0,0,1,0
0,1,1,14,2,0,0,1,84.8,2,1,0,0,0
1,0,0,1,1,0,0,1,25.8,2,0,1,0,1
0,0,1,63,0,0,0,0,19.5,0,0,0,1,0
0,0,0,41,1,0,1,1,68.6,1,1,0,0,0
0,1,0,17,2,0,0,0,92.6,2,1,0,0,0
0,1,0,56,2,1,0,1,100.55,1,1,0,0,0
0,0,0,5,0,0,0,0,20.55,2,0,0,1,0
0,0,0,2,1,1,0,1,42.6,2,1,0,0,1
0,1,0,3,0,0,0,1,19.6,2,0,1,0,0
0,0,0,37,1,1,1,0,67.45,1,1,0,0,0
0,0,0,29,1,1,0,1,68.85,2,0,0,1,1
0,0,0,8,1,0,0,0,43.55,2,0,1,0,0
0,0,0,63,2,0,1,1,109.85,2,0,0,1,0
0,1,1,7,0,0,0,0,20.65,2,0,1,0,0
0,0,0,3,2,0,0,0,95.4,2,1,0,0,0
0,1,1,72,0,0,0,0,21.0,0,0,0,1,0
0,0,0,19,1,0,0,1,56.2,2,1,0,0,0
0,1,0,59,0,0,0,0,18.4,0,0,0,1,0
0,1,1,2,2,0,1,0,90.0,2,0,0,1,1
0,1,1,35,0,0,0,1,25.75,2,1,0,0,0
0,0,0,14,0,0,0,0,19.6,2,0,0,1,0
0,0,0,14,2,0,0,0,75.35,2,1,0,0,1
0,1,1,69,0,0,0,0,19.8,0,0,0,1,0
1,1,0,7,1,1,1,0,64.2,2,1,0,0,0
0,1,1,69,1,1,1,1,75.75,0,0,0,1,0
0,1,1,72,1,0,1,1,78.95,0,1,0,0,0
0,0,0,8,2,0,0,0,100.85,2,1,0,0,1
0,1,1,4,1,1,0,0,50.3,2,1,0,0,0
0,1,1,63,2,0,0,1,80.3,2,0,0,1,0
0,0,0,72,0,0,0,0,19.85,0,0,0,1,0
0,0,0,46,0,0,0,1,21.1,0,1,0,0,0
0,1,0,5,2,0,0,0,69.95,2,1,0,0,1
0,1,0,30,1,0,0,1,50.0,2,0,1,0,0
0,0,0,63,2,0,0,1,104.75,0,0,0,1,0
0,0,0,60,0,0,0,0,19.85,0,0,0,1,0
0,1,0,63,2,0,0,1,107.5,1,1,0,0,1
0,1,1,25,2,0,1,0,85.9,2,1,0,0,0
0,0,0,1,1,0,0,1,45.85,2,0,1,0,1
1,1,0,6,2,0,0,1,80.8,2,1,0,0,0
0,0,0,22,0,0,0,0,25.25,0,0,1,0,0
0,1,1,31,1,0,1,0,80.55,0,0,0,1,0
0,1,1,39,2,0,1,1,81.5,2,0,0,1,0
0,0,0,26,0,0,0,0,20.9,2,0,1,0,0
0,1,0,53,2,1,0,1,106.1,1,0,0,1,1
0,0,0,1,2,0,1,0,91.7,2,1,0,0,1
0,0,0,12,1,1,1,1,67.25,2,1,0,0,0
0,0,0,16,2,0,0,1,95.6,2,0,0,1,1
0,0,0,2,0,0,0,0,20.35,2,0,1,0,0
0,0,1,39,1,1,1,0,45.05,1,0,0,1,0
0,0,0,1,2,0,0,1,74.95,2,1,0,0,1
0,1,1,7,1,1,1,0,34.65,2,0,1,0,0
1,0,0,4,2,0,0,0,69.35,2,1,0,0,0
1,0,0,10,2,0,0,1,95.35,2,1,0,0,1
0,0,0,55,2,0,0,1,81.55,2,1,0,0,0
0,1,1,72,1,0,0,1,75.4,0,0,0,1,0
0,1,0,10,1,0,0,1,67.8,2,0,0,1,0
1,0,0,11,2,0,1,1,111.4,2,1,0,0,0
0,1,1,15,1,0,0,0,46.3,2,1,0,0,0
0,1,1,23,0,0,0,0,20.4,0,0,0,1,0
0,0,1,1,0,0,0,0,20.05,2,0,1,0,0
1,0,0,3,1,0,0,0,45.0,2,1,0,0,1
0,1,1,47,2,1,0,1,96.1,1,1,0,0,0
0,0,1,15,0,0,0,0,19.65,1,0,1,0,0
0,0,0,66,2,0,0,0,99.5,2,1,0,0,1
1,1,0,68,1,0,1,1,60.65,1,0,0,1,0
0,1,1,17,2,0,1,0,98.6,1,0,0,1,1
0,0,0,7,1,0,1,1,59.5,2,0,1,0,1
1,1,0,12,2,0,0,1,80.45,2,1,0,0,1
1,1,0,21,1,0,0,0,71.7,1,0,0,1,0
0,0,0,21,1,0,1,1,36.0,2,0,1,0,0
0,1,1,56,1,1,0,0,65.2,1,0,0,1,0
0,1,1,6,1,0,0,1,48.95,2,0,0,1,0
1,0,0,65,1,0,0,1,53.5,0,0,0,1,0
0,1,0,42,1,1,1,0,80.45,1,0,0,1,0
0,1,1,68,2,1,1,1,109.05,0,0,0,1,0
0,1,1,48,0,0,0,0,26.3,0,0,0,1,0
1,0,0,50,2,0,1,1,106.8,1,1,0,0,0
1,0,0,7,1,0,0,1,64.95,2,1,0,0,0
0,1,1,63,0,0,0,0,19.35,0,1,0,0,0
0,0,0,17,0,0,0,0,21.1,2,0,0,1,0
0,1,1,42,2,0,0,1,77.95,2,0,0,1,1
0,1,1,4,0,0,0,0,18.85,2,0,1,0,0
0,0,1,62,0,0,0,0,26.0,0,0,0,1,0
1,0,0,2,2,0,0,1,74.7,2,1,0,0,1
0,1,0,2,2,0,0,1,70.35,2,1,0,0,0
0,1,0,48,2,1,0,1,96.9,0,0,0,1,0
0,1,0,27,0,0,0,0,19.55,0,0,0,1,0
0,1,1,70,1,0,1,1,80.4,0,0,0,1,0
1,0,0,1,2,0,0,1,88.8,2,1,0,0,1
0,1,0,46,2,0,0,1,94.65,1,1,0,0,0
0,0,0,30,2,0,0,1,90.25,2,1,0,0,1
0,0,0,15,1,1,0,1,64.65,2,0,0,1,1
0,1,1,69,2,0,0,0,95.75,1,0,0,1,0
0,0,0,65,0,0,0,1,19.55,0,0,0,1,0
1,1,1,72,2,1,1,1,104.1,0,0,0,1,0
1,1,0,13,2,0,1,1,89.05,2,0,0,1,1
0,0,0,17,0,0,0,1,20.1,1,0,1,0,0
0,1,0,51,2,1,1,1,111.55,1,1,0,0,0
0,1,1,51,1,1,1,0,60.5,0,0,0,1,0
0,1,0,72,1,1,1,1,90.95,0,0,0,1,0
0,1,1,67,2,0,0,0,87.4,1,1,0,0,1
0,0,0,34,0,0,0,0,19.7,2,0,1,0,0
0,1,0,67,1,1,1,1,50.95,0,0,0,1,0
0,1,0,49,0,0,0,1,20.05,1,0,0,1,0
0,1,1,53,0,0,0,1,19.4,0,0,1,0,0
0,0,0,27,1,0,1,0,59.45,2,1,0,0,0
1,0,0,23,2,0,0,1,94.75,2,1,0,0,1
0,0,0,69,1,1,1,1,81.5,0,0,0,1,0
0,1,1,2,1,0,1,0,29.05,2,0,0,1,0
0,0,0,35,2,0,0,1,86.45,2,1,0,0,1
0,1,0,46,1,1,1,0,70.6,1,0,1,0,0
0,0,0,54,2,0,0,1,97.2,0,0,0,1,0
0,1,0,56,2,0,0,1,98.25,1,1,0,0,1
0,1,0,9,2,0,0,1,75.75,2,0,0,1,1
0,0,0,20,1,1,1,0,59.2,2,0,0,1,0
0,0,0,11,2,0,0,1,75.9,2,0,1,0,0
1,1,0,30,2,0,0,1,90.05,2,1,0,0,0
0,1,0,68,1,1,0,0,70.95,0,0,0,1,0
1,1,0,38,2,0,0,1,102.6,2,1,0,0,0
1,1,0,17,2,1,0,1,85.35,2,0,0,1,1
0,0,0,48,2,0,0,1,106.1,1,0,0,1,1
0,0,0,1,1,0,0,0,43.8,2,1,0,0,0
0,1,1,63,1,1,0,0,59.0,0,1,0,0,0
0,0,0,3,1,0,0,1,69.95,1,1,0,0,0
0,0,0,48,0,0,0,0,24.35,1,0,0,1,0
0,0,0,66,1,0,1,0,29.45,1,0,0,1,0
0,1,1,68,2,0,0,1,84.4,0,0,0,1,0
1,0,0,17,1,0,0,1,45.05,2,1,0,0,1
0,1,1,7,0,0,0,0,20.65,1,0,1,0,0
0,1,0,72,1,1,1,1,87.1,0,0,0,1,0
0,1,0,29,0,0,0,0,19.85,2,0,1,0,0
0,1,0,37,2,0,1,1,90.35,2,1,0,0,0
0,0,0,34,2,1,0,1,109.8,2,0,1,0,1
1,0,0,42,2,0,0,1,84.65,2,1,0,0,1
0,1,1,59,1,1,1,0,65.5,1,0,1,0,0
0,1,1,11,2,0,0,1,79.5,2,0,0,1,1
1,1,1,60,2,1,0,1,80.95,2,1,0,0,0
0,0,0,27,1,0,1,1,56.15,2,0,1,0,0
0,0,0,1,2,0,0,0,85.8,2,0,1,0,1
1,0,0,1,2,0,0,1,79.1,2,1,0,0,1
0,1,0,17,1,1,0,0,34.4,2,0,1,0,0
0,1,0,58,0,0,0,0,20.75,0,0,1,0,0
0,1,1,1,0,0,0,0,18.8,1,0,1,0,0
0,1,1,3,1,0,0,0,44.3,2,0,1,0,1
0,0,0,53,2,1,0,0,90.8,2,1,0,0,0
0,0,0,35,0,0,0,1,25.6,2,1,0,0,0
0,1,1,50,2,1,0,0,105.95,2,0,0,1,1
0,1,1,68,1,0,1,0,70.8,0,0,0,1,0
0,1,0,47,0,0,0,0,25.4,2,1,0,0,0
1,1,0,65,2,0,0,1,108.8,2,0,0,1,0
0,0,0,5,2,0,0,1,69.75,2,1,0,0,1
0,1,0,51,2,0,0,1,94.65,2,1,0,0,1
0,0,0,46,2,0,0,0,96.05,2,0,0,1,1
0,0,0,9,2,0,0,1,76.85,2,1,0,0,0
0,0,0,8,0,0,0,0,20.25,0,0,1,0,0
0,0,0,14,0,0,0,1,24.8,1,0,0,1,0
0,0,0,45,2,1,1,1,115.65,2,1,0,0,0
0,0,0,8,2,0,0,1,74.6,2,0,0,1,0
1,0,1,1,1,0,0,1,50.15,2,0,1,0,1
0,1,1,66,2,1,0,1,103.15,1,0,0,1,0
0,1,1,72,1,1,1,0,72.1,0,0,0,1,0
0,1,0,41,2,1,1,1,113.6,2,0,0,1,1
0,1,1,23,0,0,0,0,25.1,0,0,1,0,0
0,0,0,29,2,0,0,1,78.9,2,1,0,0,1
0,0,0,4,2,1,0,1,80.15,2,1,0,0,0
0,1,1,6,0,0,0,0,25.4,0,0,1,0,0
1,1,0,67,2,1,1,1,105.4,1,0,0,1,0
1,0,1,7,1,0,0,1,45.75,2,0,1,0,0
0,1,1,56,0,0,0,1,24.45,1,0,1,0,0
0,1,0,72,0,0,0,0,25.0,0,0,0,1,0
0,1,0,72,1,1,0,1,85.25,0,1,0,0,0
0,1,1,23,0,0,0,0,19.6,0,0,0,1,0
0,0,1,35,1,0,0,0,50.15,2,0,1,0,0
1,1,0,27,2,0,0,1,70.55,2,1,0,0,0
0,1,1,26,1,0,1,1,60.05,2,1,0,0,1
0,1,1,12,0,0,0,0,26.4,1,0,1,0,0
0,0,0,40,0,0,0,0,20.15,0,0,1,0,0
0,1,1,7,1,1,0,0,58.85,2,0,1,0,0
0,1,1,70,2,1,0,1,97.55,2,0,0,1,0
0,1,1,60,0,0,0,0,19.65,0,0,0,1,0
0,1,1,39,1,0,0,1,25.25,1,0,0,1,0
0,1,0,72,2,1,1,0,114.45,0,0,0,1,0
0,0,0,1,1,0,0,1,34.7,2,1,0,0,1
0,1,1,54,1,0,1,1,70.7,1,1,0,0,0
0,0,0,3,2,0,0,1,85.3,2,1,0,0,1
0,1,1,63,1,1,1,0,75.55,0,0,0,1,0
0,1,1,71,2,0,1,1,84.8,0,1,0,0,0
0,0,0,42,0,0,0,1,20.65,1,0,1,0,0
0,0,0,47,0,0,0,0,20.45,0,0,0,1,0
0,1,1,66,2,0,0,1,102.45,1,0,0,1,1
0,1,0,21,2,1,0,1,104.4,2,0,0,1,1
0,0,0,11,1,0,1,1,35.65,2,1,0,0,0
0,0,1,1,2,0,0,1,99.75,2,1,0,0,1
1,1,0,55,2,0,1,0,90.45,2,1,0,0,0
0,0,0,69,2,0,1,1,97.65,0,0,0,1,0
1,0,0,3,2,0,0,0,73.85,2,1,0,0,0
0,0,0,4,1,0,1,1,74.4,2,1,0,0,1
1,0,0,30,1,0,1,1,69.1,0,0,0,1,0
0,0,0,5,2,0,1,1,82.75,2,1,0,0,0
0,1,0,71,0,0,0,1,24.4,0,0,0,1,0
0,0,0,29,1,0,0,1,55.25,1,1,0,0,0
0,1,0,52,1,0,1,0,61.35,2,0,0,1,0
0,0,0,68,1,1,0,0,76.75,1,0,0,1,0
0,1,1,46,0,0,0,0,19.4,0,0,1,0,0
0,0,0,8,1,0,0,1,54.75,2,0,0,1,0
0,1,0,72,0,0,0,0,19.7,0,0,0,1,0
0,0,0,17,0,0,0,0,19.9,1,0,0,1,0
0,0,0,3,2,0,1,1,107.95,2,1,0,0,0
1,0,0,2,2,0,0,1,83.8,2,0,0,1,0
0,0,0,9,2,1,0,1,74.25,2,0,0,1,1
0,0,0,51,1,0,0,1,56.4,1,0,0,1,0
0,1,1,6,0,0,0,0,20.1,0,0,1,0,0
0,1,0,3,2,0,0,0,94.9,2,1,0,0,0
1,0,0,17,2,0,0,1,94.2,2,1,0,0,0
0,1,0,30,1,0,0,0,49.9,2,1,0,0,0
0,0,0,31,1,0,1,1,71.05,2,1,0,0,0
0,0,0,45,1,1,1,0,81.65,0,0,0,1,0
0,1,0,64,2,1,0,0,89.45,1,0,0,1,0
0,0,0,1,1,0,0,1,59.85,2,1,0,0,1
1,0,0,1,2,0,0,1,69.6,2,1,0,0,1
1,1,1,61,2,0,0,0,99.0,1,1,0,0,0
0,0,0,1,0,0,0,0,19.05,2,0,1,0,0
0,0,0,9,1,0,0,1,45.4,2,1,0,0,1
0,1,1,72,2,1,1,0,114.45,0,0,0,1,0
0,0,0,1,0,0,0,0,19.5,2,0,1,0,1
0,1,0,7,1,0,0,1,44.25,2,0,1,0,0
0,1,0,66,2,0,1,1,90.55,1,0,0,1,0
0,0,0,1,2,0,0,1,69.9,2,1,0,0,1
0,1,1,40,0,0,0,1,20.4,2,0,0,1,0
0,0,0,16,1,0,0,1,71.4,2,0,0,1,0
0,0,0,2,2,0,0,1,87.15,2,0,0,1,1
0,1,0,67,0,0,0,0,24.85,0,0,0,1,0
0,1,0,41,2,1,0,1,104.45,1,0,0,1,0
0,1,1,56,0,0,0,1,19.8,0,0,0,1,0
0,0,0,72,2,1,1,1,116.45,0,0,0,1,0
0,1,1,3,2,0,0,1,84.75,2,0,0,1,1
0,1,0,54,0,0,0,0,20.05,0,0,0,1,0
1,0,0,52,2,0,1,1,110.75,2,1,0,0,0
0,0,0,50,2,0,1,1,89.7,0,0,0,1,0
0,0,0,14,2,0,1,1,89.95,2,1,0,0,1
0,1,0,27,1,1,0,0,48.7,1,0,0,1,0
1,1,0,72,2,1,1,1,96.6,0,0,0,1,0
0,0,0,62,1,1,0,1,74.3,1,0,0,1,0
0,0,0,12,1,0,1,1,54.3,2,1,0,0,0
1,0,0,44,1,0,1,0,74.85,1,0,0,1,0
0,1,1,54,2,0,1,1,79.95,0,0,0,1,0
0,0,0,68,0,0,0,0,20.05,0,0,0,1,0
0,0,0,20,0,0,0,0,19.4,2,0,1,0,0
0,1,1,50,1,0,0,0,54.9,1,0,0,1,0
0,0,0,58,0,0,0,1,24.45,0,0,0,1,0
0,1,1,35,2,0,0,1,89.65,2,0,0,1,0
0,0,0,2,1,0,0,1,45.4,2,1,0,0,0
0,1,1,63,1,1,1,0,75.7,0,0,1,0,0
0,1,0,58,2,1,0,1,110.65,1,0,0,1,0
0,1,1,27,0,0,0,1,20.55,1,0,1,0,0
0,1,0,71,2,1,1,1,115.15,0,0,0,1,0
0,0,0,63,1,0,0,0,58.55,1,0,0,1,0
0,1,0,71,2,0,0,1,93.25,2,0,0,1,0
1,0,0,41,2,1,0,1,113.2,2,1,0,0,1
1,0,0,13,2,0,0,1,90.5,2,1,0,0,1
0,0,0,2,2,0,0,0,79.0,2,1,0,0,1
0,1,1,68,0,0,0,1,19.35,0,0,0,1,0
0,1,1,1,1,1,0,1,48.75,2,0,1,0,0
1,0,0,65,2,1,1,1,109.05,0,1,0,0,0
1,1,0,72,0,0,0,1,25.0,0,0,0,1,0
0,0,0,28,1,0,1,1,54.9,2,0,0,1,0
0,1,1,72,0,0,0,0,24.75,0,0,0,1,0
0,0,0,2,2,1,0,1,91.15,2,1,0,0,0
0,0,1,18,0,0,0,0,20.15,1,0,0,1,1
1,1,0,60,2,0,0,1,104.35,1,1,0,0,0
1,0,0,26,1,0,1,1,66.05,2,1,0,0,0
0,0,1,1,2,0,0,1,71.65,2,1,0,0,1
0,0,0,4,0,0,0,0,20.35,2,0,1,0,1
0,1,1,68,1,1,1,1,92.2,0,0,0,1,0
0,0,0,38,2,0,1,1,84.25,2,0,0,1,1
1,1,0,42,2,1,0,1,105.2,1,0,0,1,0
0,1,0,57,0,0,0,1,19.6,0,0,0,1,0
0,1,0,54,1,0,0,0,30.4,2,1,0,0,0
0,0,0,12,2,0,0,0,78.1,2,0,0,1,1
0,1,0,44,1,1,0,1,61.5,1,0,1,0,0
0,1,1,42,1,1,0,1,69.4,2,0,0,1,0
0,1,1,72,0,0,0,0,24.75,0,0,0,1,0
0,1,1,71,1,1,1,0,91.05,0,0,1,0,0
0,1,0,19,2,0,0,0,89.65,2,0,1,0,1
0,1,0,23,1,0,1,1,73.65,2,0,0,1,0
0,0,0,30,0,0,0,0,19.4,0,0,0,1,0
0,0,0,35,0,0,0,0,26.2,1,0,0,1,0
0,0,0,10,2,1,0,1,98.7,2,1,0,0,1
0,0,0,1,1,0,0,1,43.85,2,0,0,1,0
0,0,0,22,2,0,0,1,69.7,2,0,1,0,0
0,1,1,7,1,1,0,0,38.55,0,0,1,0,0
0,0,0,36,1,1,1,1,53.1,0,0,1,0,0
0,1,1,34,0,0,0,0,20.65,2,0,1,0,0
0,1,1,72,1,1,0,0,64.45,0,0,0,1,0
0,1,1,36,0,0,0,0,25.1,0,0,0,1,0
0,0,0,1,2,0,0,0,76.35,2,1,0,0,1
0,0,0,23,2,0,0,1,79.15,2,1,0,0,1
1,1,0,32,2,0,0,1,85.0,2,1,0,0,1
0,1,1,71,2,1,1,1,95.15,1,0,0,1,0
1,0,0,23,2,0,0,1,79.35,2,0,1,0,0
0,1,0,17,2,0,0,1,96.65,1,0,0,1,0
0,0,0,1,1,0,1,1,75.5,2,1,0,0,0
0,1,1,12,0,0,0,0,19.7,0,0,1,0,0
0,1,0,72,0,0,0,0,20.5,0,0,0,1,0
0,0,0,1,0,0,0,0,19.2,2,0,1,0,0
1,1,0,72,2,0,0,0,98.35,0,0,0,1,0
0,1,1,60,2,0,0,0,74.35,2,0,0,1,0
0,1,1,61,1,0,1,0,51.35,0,0,0,1,0
0,1,0,6,1,0,0,0,45.65,2,0,1,0,0
1,1,0,32,2,0,0,0,85.3,2,1,0,0,1
0,0,1,31,2,0,0,1,86.55,2,0,0,1,1
0,0,0,19,2,0,0,1,73.85,2,0,0,1,1
0,1,1,72,0,0,0,0,20.3,0,0,0,1,0
0,0,0,32,1,0,0,1,54.2,2,1,0,0,0
0,1,0,65,2,0,0,1,90.65,2,1,0,0,0
0,1,1,45,1,1,0,1,50.9,2,0,0,1,0
0,0,0,42,0,0,0,0,25.05,1,1,0,0,0
0,0,0,8,2,0,0,1,74.85,2,1,0,0,0
0,0,1,32,0,0,0,0,20.5,0,0,1,0,0
1,1,0,22,1,1,1,1,63.55,2,0,1,0,0
1,1,0,57,1,0,0,1,44.85,2,1,0,0,1
0,0,0,1,1,1,0,0,47.95,2,1,0,0,0
1,0,0,1,1,0,0,0,45.1,2,1,0,0,1
0,1,0,1,1,0,0,1,45.0,2,1,0,0,0
0,0,0,24,2,0,1,1,96.0,2,1,0,0,1
0,0,0,1,0,0,0,0,20.05,2,0,0,1,1
1,0,0,54,2,0,0,1,90.05,2,1,0,0,0
0,0,0,4,0,0,0,1,25.3,0,0,0,1,0
0,1,1,65,2,1,1,0,108.65,0,0,0,1,1
0,1,0,56,0,0,0,0,24.3,1,1,0,0,0
0,0,0,45,1,1,0,1,75.95,2,1,0,0,0
0,1,1,71,0,0,0,0,19.7,0,0,0,1,0
0,1,0,59,1,1,0,0,66.4,1,0,0,1,0
0,0,0,69,1,0,0,1,35.75,1,0,0,1,0
0,0,0,19,0,0,0,0,18.8,1,0,1,0,0
0,1,1,55,0,0,0,0,19.4,0,0,0,1,0
0,0,0,38,0,0,0,0,19.3,1,0,1,0,0
0,0,0,10,1,0,0,1,45.55,2,1,0,0,1
1,1,0,47,1,1,0,1,67.45,2,0,0,1,0
0,1,0,2,1,0,0,1,35.1,2,1,0,0,1
0,0,0,1,1,0,0,0,46.2,2,0,0,1,1
0,0,0,1,1,0,0,0,45.15,2,1,0,0,1
1,0,0,1,1,0,0,1,43.3,2,1,0,0,1
0,1,1,46,0,0,0,1,20.1,0,0,1,0,0
1,0,0,38,1,1,0,1,57.15,2,0,0,1,1
0,1,0,65,1,1,1,0,58.9,0,0,0,1,0
0,1,0,19,2,1,0,1,73.2,2,1,0,0,1
0,0,0,52,2,0,0,1,85.35,2,1,0,0,1
0,1,1,71,0,0,0,0,19.45,0,0,1,0,0
0,0,0,1,1,0,0,0,45.95,2,0,1,0,1
1,0,0,52,1,0,1,1,50.5,2,1,0,0,0
0,1,0,6,0,0,0,0,25.1,1,0,1,0,0
1,1,0,26,1,0,0,0,60.7,1,0,1,0,0
1,0,0,48,2,0,0,1,99.0,1,1,0,0,0
0,1,1,64,2,1,1,1,104.4,1,0,0,1,0
0,0,0,3,2,0,0,0,83.75,2,1,0,0,1
0,0,0,1,1,0,0,1,44.05,2,0,0,1,0
0,1,1,72,0,0,0,0,24.1,0,0,0,1,0
0,0,0,1,1,0,0,1,45.55,2,0,1,0,0
0,1,1,51,2,1,0,1,93.8,2,1,0,0,0
0,1,1,41,0,0,0,0,19.7,0,0,0,1,0
0,1,1,72,1,1,0,1,70.65,0,0,0,1,0
0,1,0,43,1,1,1,0,86.45,0,0,0,1,0
0,1,0,72,2,1,1,1,114.1,0,0,0,1,0
0,1,0,47,2,0,0,1,95.2,1,0,0,1,0
0,0,0,72,1,1,1,0,88.55,0,0,0,1,0
0,0,0,3,0,0,0,1,20.75,2,0,0,1,0
0,0,0,1,2,0,0,1,70.05,2,1,0,0,1
0,0,0,2,2,0,0,1,86.0,2,1,0,0,1
0,0,0,26,1,1,0,1,44.65,2,0,0,1,0
0,1,1,29,1,1,0,1,60.2,2,0,1,0,0
1,1,0,35,2,1,1,1,100.5,2,0,0,1,1
0,0,0,27,1,1,0,0,55.45,1,0,0,1,0
0,1,1,24,1,1,1,1,70.3,2,0,0,1,0
0,1,1,67,1,1,1,1,60.4,0,0,0,1,0
0,0,0,16,2,0,0,0,72.65,2,1,0,0,1
0,0,0,23,1,0,0,0,55.8,1,0,0,1,0
0,0,0,14,1,0,0,1,31.1,2,0,1,0,0
0,1,1,1,0,0,0,1,21.0,2,1,0,0,1
1,0,0,1,1,0,0,0,45.1,2,0,1,0,1
1,0,0,4,1,0,0,1,50.95,2,0,0,1,0
0,0,1,16,1,1,0,1,69.1,2,1,0,0,0
0,1,0,46,1,0,0,1,43.95,2,1,0,0,0
0,0,1,68,1,1,1,1,86.5,0,0,0,1,0
0,0,0,38,1,1,1,0,69.95,2,1,0,0,0
1,1,0,30,1,0,0,1,50.4,2,0,0,1,1
1,0,0,5,2,0,0,0,78.95,2,1,0,0,1
0,0,0,17,2,0,0,1,90.95,2,0,0,1,0
0,1,1,4,0,0,0,0,19.9,0,0,1,0,0
0,0,0,12,0,0,0,0,20.15,1,1,0,0,0
0,1,1,72,1,1,1,1,90.6,0,0,0,1,0
0,0,0,3,2,0,0,1,92.0,2,1,0,0,0
0,0,0,56,2,0,1,1,94.45,2,1,0,0,1
0,0,0,41,0,0,0,1,24.85,1,0,1,0,0
0,0,0,40,1,0,1,0,36.0,1,0,0,1,0
0,0,0,7,1,1,1,1,78.5,2,1,0,0,0
0,0,0,69,0,0,0,0,19.95,0,0,0,1,0
0,1,1,7,0,0,0,0,20.65,1,0,1,0,0
